Compound	18-1_5-20	18-2_5-20	20-0_5-20	20-1_5-20	21-1_5-20	21-2_5-20	22-0_5-20	22-1_5-20	23-0_5-20	23-1_5-20	23-2_5-20	24-0_5-20	24-1_5-20	24-2_5-20	25-0_5-20	27-0_5-20	28-0_5-20	29-0_5-20	29-1_5-20	29-2_5-20	30-0_5-20	30-1_5-20	30-1_7-20	30-2_7-20	31-1_5-20	31-2_5-20	31-2_7-20	32-0_5-20	32-0_7-20	32-1_7-20	32-2_5-20	33-0_5-20	33-0_7-20	33-1_7-20	34-0_5-20	34-0_7-20	34-1_7-20	35-0_7-20	35-1_5-20	35-2_7-20	36-2_7-20	37-0_7-20	37-1_7-20	37-2_7-20	38-2_5-20	38-2_7-20	39-0_7-20	40-0_5-20	40-1_5-20	40-2_5-20	40-2_7-20	41-0_5-20	41-0_7-20	41-1_5-20	41-1_7-20	42-1_5-20	42-1_7-20	43-0_5-20	43-0_7-20	43-1_7-20	44-0_5-20	44-1_7-20	45-0_5-20	45-0_7-20	45-2_7-20	46-0_5-20	46-0_7-20	47-1_7-20	14-0_5-20	14-1_5-20	14-2_5-20	15-1_5-20 
LysoPC(20:1(11Z))	1363240.811	1040516.924	613621.7096	1178551.196	527251.9499	282873.9895	355580.3315	503107.7891	414119.8984	850440.6312	466842.0534	676585.1561	632297.0662	675250.3701	527999.1202	726089.5681	435560.9228	309426.8791	393027.8445	575255.7606	1	644353.5627	406680.1361	438256.815	1	938743.8334	588237.405	376574.8172	274980.9214	534588.7678	540879.2402	605664.7825	370655.142	755825.1503	502142.74	1	799936.5244	785489.7913	422553.9426	552649.7825	593547.1034	791934.7272	511878.8953	772807.7304	1130370.273	814948.8577	566899.7078	751869.6286	345542.1071	404002.8655	658232.6208	1	329562.8276	607604.0666	540779.8984	371061.8101	264370.7426	380517.9539	604357.2133	612507.0822	248824.1518	700143.9277	570900.579	753035.3156	875459.5525	483891.8114	732213.5773	391178.8923	725570.3618	625142.6901	266924.0919	740530.6894
18-hydroxy-9Z-octadecenoic acid Esi+8.252008	119456.0171	361493.4547	278197.8992	113392.9955	187706.8794	124952.0461	49456.0021	237538.1975	30328.00544	170992.9122	61683.97	75900.03866	126116.9797	78018.03273	1	177865.1083	206249.0573	186626.9747	69663.96658	80647.0421	476613.7343	196642.1406	712611.8754	527565.6106	126575.9687	276235.0765	237186.932	89669.95169	1	1	215795.1627	165985.9957	1058637.328	1	23222.98818	1	86103.0069	1	30353.99948	101676.0244	384918.1035	251748.9089	88389.96697	338700.8308	77169.97404	1	301857.893	118447.8922	73808.02164	132400.037	322198.8904	482486.8175	562443.6354	278174.1819	240133.9733	157614.9656	518351.7831	330031.6821	148673.0884	144855.0042	370424.7577	260318.0818	36462.98373	396202.9235	63145.99	216968.9394	1180661.527	299396.9502	132959.0082	92393.90095	138061.0657	118603.0841
2-Ethyltoluene	1111226.131	2034909.213	149695.8811	1378650.178	577635.9469	1220471.351	924210.5291	1485302.137	1	1	55811.0048	1509634.638	1508385.755	1131960.355	1229133.339	123209.9293	1254013.11	302829.2426	1	528791.6975	621973.6775	1248202.002	1336295.833	395413.8831	1269767.565	1136255.62	1185946.09	1076331.461	1413908.177	317713.9696	1244922.929	1697558.663	1	1	1568763.018	1224182.314	1162217.78	422240.079	324261.2268	1	627343.4665	292549.2512	1027874.716	1120955.829	448696.3741	1	1302574.989	1351043.785	1358341.687	1757739.688	901601.2562	1852596.163	1	986787.5581	1678935.062	1049137.253	1894560.789	244013.0871	251074.1545	471898.1532	1930626.96	1435348.866	1370820.271	1	530773.1993	1158096.466	1574375.233	826638.4816	1	1	1	1
Misoprostol (free acid)	343389.8807	195347.0576	517405.5487	213090.9799	235658.7951	433502.2633	281060.2687	306611.0147	496599.0582	457056.5024	493330.5141	370316.1646	318121.8632	490619.4829	182524.1708	464143.0531	230924.0648	513610.7951	245494.1295	329083.2338	236248.0671	405301.784	154011.0137	399872.0726	433422.9436	136912.9134	302732.7016	252535.9057	127415.1233	740710.3651	318555.8928	441011.2704	164728.9962	523290.3033	307991.9248	260406.1508	187730.951	704102.5295	364978.7643	388483.8234	313384.8692	513016.9616	160515.0449	240114.0004	345074.1792	193605.8473	1	328268.7747	366595.1058	296294.8449	223124.1272	154127.845	153447.9663	262716.812	1127099.148	210937.9282	312834.6954	278252.0903	398613.2111	530133.0649	162861.9437	222387.7816	383908.24	200979.1061	369523.861	420240.8843	117828.0091	256863.7895	421967.1019	359095.9858	407591.9407	250469.9497
287.2819@9.218	236987.9205	293759.0963	1016340.224	1352903.962	272610.0077	307654.8051	537987.8256	1412398.732	1	1	1	400601.1397	328376.8733	337346.1099	1	470013.9334	323534.9404	375900.9406	1	581132.6553	1	660964.38	1	390301.0991	241732.0098	337566.6842	303643.7188	284468.6218	313458.9506	1	813833.984	346576.1856	182321.0989	337307.9977	342479.9489	238989.0512	356323.2262	122662.9477	1	423285.9274	338095.198	338487.7271	540944.8532	995093.801	247090.8394	94746.95776	1734449.013	1	1	284322.1558	781462.4357	400071.9622	1	1	222160.0683	1612645.609	913935.6098	750465.9031	229223.9081	266314.9697	278534.0156	761998.6943	610149.3933	605485.5481	464619.7642	542611.0868	312939.8807	1	1	191612.0811	1	1
"2,5-Dichloro-4-oxohex-2-enedioate"	904869.3641	221685.9788	257815.0575	591435.7804	755164.8035	466930.4019	324426.0183	185372.7942	948177.0839	873969.2531	437685.1771	554549.224	571677.5062	602907.8549	466217.2954	236072.9145	402271.7776	603552.6072	268002.884	717385.4702	793846.1996	890420.9429	271505.1428	303816.353	535403.1124	1	435093.2169	420734.0341	908648.0042	397092.8889	1110361.485	509008.0686	232178.8448	486188.0809	396694.8108	814922.3088	1149311.152	832616.1404	775988.6363	701119.0942	478240.9028	236649.1148	380059.0335	707188.8486	626390.1496	652366.4214	267728.0921	803776.014	697040.5205	358492.1493	220650.8837	377498.1373	231947.6976	710485.6572	711123.2007	284083.0049	351623.9954	586860.8735	1	669981.6236	337423.7506	716065.483	652099.2342	402833.1821	371665.9508	572201.2009	92370.97655	229642	509868.6115	530006.3062	815150.5447	926385.4059
Messagenin Esi+13.442995	620121.335	577468.6095	1246802.913	289344.9622	620479.0611	443180.8445	804027.8785	956630.9883	992216.8968	630138.748	1223198.405	787678.843	574680.2725	736606.1924	313589.9937	1	881637.4609	994968.9648	488592.7735	1133167.736	734826.9433	1343772.052	1	436393.776	696757.4511	554173.8078	1	623144.4046	1	643589.8286	991980.3382	1595317.337	266182.8322	601427.7875	760510.162	642642.5586	404208.4623	724449.7008	580225.8316	540727.4234	1031955.98	617149.291	403919.1441	518588.9715	948950.9548	304735.0669	332503.9607	860747.1659	722431.8635	852901.7297	375703.2317	731059.8524	452895.9146	1002168.732	998682.8009	1142685.535	460257.594	941906.2847	1	1	726524.5383	505651.1908	812947.6912	496404.2701	1	754354.4295	345423.0904	566433.0814	532507.3822	553031.4496	521677.9753	402424.0495
"6alpha,9-Difluoro-11beta-hydroxypregn-4-ene-3,20-dione"	1005422.187	477494.3047	600398.1475	710154.3014	449548.7352	620187.963	1805646.442	1103727.043	1244088.77	1816181.557	2090455.642	1083779.626	510972.8105	929400.5674	1050596.316	1025915.872	252449.0985	501651.8691	163914.9594	787797.329	1108102.572	788220.6388	837826.5052	1282661.45	847274.5446	1458866.057	1237599.424	1191053.676	461282.8084	939713.8588	755523.4453	999855.4412	1225240.899	444720.69	717285.5292	984582.7923	1511198.768	1351189.883	613745.9186	1	1225494.008	1579789.601	340250.0858	1242952.73	575087.9168	616062.8436	1400359.682	1221696.926	1083286.938	791336.0739	1487263.662	900857.8814	1867901.566	667226.0082	2227493.822	1669800.134	1876696.597	1996575.227	1861023.703	756534.8413	852888.7237	1171235.698	1922511.77	699624.8462	1502158.9	1325448.33	1047709.991	1119548.812	597103.7071	96750.06433	2066494.366	1481442.294
467.3355@11.484991	813736.9634	1	1116692.082	795851.6467	734363.0781	1	1	1	845067.4671	960797.5855	698827.5697	1	1	813112.2476	567671.9772	970985.3478	534350.9285	690718.3375	646862.7002	619321.9271	1174161.966	1162890.641	479248.038	1	529338.8439	1032336.588	1	516383.3649	677457.0694	1	1	1	699845.5301	1313834.387	1216687.301	668235.9158	1	1	564663.9491	836932.0671	1	766332.5182	1	1	1019423.44	696569.6068	1271334.292	698375.2955	1	971200.7432	649783.6873	892643.7551	1	1001138.401	1	1150382.338	1	797686.8669	1	1	876244.5254	768982.3715	743470.5137	1148384.235	1	1021186.542	402676.0104	753155.899	622100.4395	791160.021	386870.1788	872203.9509
Kinoprene Esi+6.9970045	254272.8675	273276.1444	274585.8963	273810.8329	387330.0747	244450.8676	553189.7885	240325.1319	313128.8693	608764.6244	1	353008.1583	416419.1817	383317.9413	374213.998	287667.9561	311169.2557	419617.9884	429376.8844	185751.8431	63148.98828	312304.1035	274231.9234	591665.8082	109511.8908	134767.0238	519038.1295	291317.1277	214674.0081	738293.5351	457046.0478	308159.9823	1	710558.0541	527426.3047	492886.5201	501309.8307	903756.1287	478275.0476	545998.3251	535946.6978	739090.7539	348035.7546	525110.6754	480850.8688	467645.5715	268281.863	505207.314	371021.689	209329.0482	238222.144	122061.0178	132710.0405	284415.98	530588.9114	102117.033	158107.031	385083.2911	646250.9631	1049100.166	314244.9424	728266.0166	861952.594	153901.0981	981667.5494	369974.1633	1	594949.2153	437435.8695	391406.9913	229644.0693	1074895.516
Congmuyenoside A	390788.9098	1	33869.9914	81458.97271	64643.96189	1	317190.0522	1	537715.674	364058.8109	1152280.081	69949.97881	1	106762.9834	57672.98204	266065.1447	38375.02314	158320.0009	1	1	1	34432.01521	1	47705.99651	1	215437.9677	230008.8744	104530.9036	1	172375.9527	1	42131.04267	1	114201.0191	342435.0854	227213.0228	1	179472.0925	141156.1049	94745.90699	112159.9433	153258.015	1	69089.98604	142625.0632	121236.9552	59337.02602	403989.1441	168365.8479	220363.9954	137861.0134	101575.997	123511.9409	378420.0489	146580.1276	1	1	109469.9218	293608.8644	452038.7738	461388.9733	117025.0617	92530.92547	1	134464.9836	64394.99763	1	123719.0384	262011.9342	197848.966	90182.94483	187271.1322
782.4616@15.090986	1102867.467	876787.0716	1183128.219	752759.7689	1137061.613	595071.2945	832769.0927	1158881.803	1147569.421	1069947.072	1219233.485	865478.8267	937418.0184	1154200.156	794058.6254	824555.4556	658681.726	592374.9054	430151.994	945720.9299	821691.3193	944423.883	616713.1144	902640.5089	546814.5098	670944.0781	966695.4998	952623.0952	579849.9133	819887.8183	1172771.891	1334468.666	702722.7112	1103951.224	894838.0017	1130809.909	945489.5583	994336.0583	716713.0013	899525.7155	1376845.263	928181.2316	458240.0406	1241385.699	855010.1375	705720.797	404705.8002	912914.9912	746340.2671	1116606.168	980277.0352	963119.9757	748643.8357	969376.7802	849880.809	730525.4455	873202.055	890099.4435	638803.6365	1011779.161	777953.2848	1102304.976	889784.2277	877298.332	813967.1241	968455.3431	525735.9993	675525.1702	774828.2341	1027455.158	723604.5731	756050.9841
17-Ethynyl-5alpha-androstan-17beta-ol	1	497650.7182	891010.5571	1	295077.8288	398846.198	482400.8755	532820.476	160399.042	224486.9416	133564.9555	303430.798	314148.2461	599062.4995	185608.9818	311926.1545	334016.9986	501945.7773	275426.1471	136623.0141	86991.02843	236598.7621	296791.8603	319325.0043	189797.0443	1	268088.9072	102579.9324	539000.8416	169598.0433	555265.0247	94904.04772	284292.0046	637498.7555	117949.1094	816718.8499	399137.6924	575640.2714	1	193016.0109	451285.8443	459093.9835	628267.7498	280196.0321	65483.05457	473360.8942	685046.7878	175315.0105	38739.99104	114701.9983	526610.952	137427.9574	450280.9758	1	422357.4578	453438.6995	1	114686.0188	116993.0254	453156.5461	248663.9771	94202.9749	176212.8978	478445.1451	472118.9939	97501.04087	170083.068	167473.0003	368532.9273	266019.0431	161320.024	427909.1491
18-hydroxy-9Z-octadecenoic acid Esi+11.838993	271610.9279	348915.9443	743543.1794	358930.2524	160667.0987	299771.9771	383561.9276	349257.8459	75726.99183	308830.9893	134028.0091	211084.0436	313011.0364	314654.0529	86320.04521	676726.8008	435418.7474	641434.7549	336170.8254	523801.2584	974967.7685	786189.1892	892564.5608	547260.8018	269361.2881	528434.0848	217026.0956	101955.9892	82972.92355	133481.1041	517985.7917	425184.9482	513557.0408	377195.7774	243464.8544	90884.01815	127165.8706	283310.7855	139005.9392	412132.8683	518831.6627	190516.0478	162623.9256	295066.3752	457886.9746	134053.0018	537408.6436	362050.1442	151811.9676	199800.1305	307870.9033	367971.1159	523024.8616	304197.1266	415114.2696	587494.9805	383602.3412	548482.4753	242669.2866	277401.1033	750974.2944	455764.8063	91901.95937	525329.4723	242435.2574	622773.4865	1068146.426	591157.0787	270047.9367	170963.995	283777.1694	386538.0737
349.2974@7.788	363423.957	840608.1975	598957.0382	378388.0496	1	424738.9826	246960.8794	471289.4955	252582.9971	405566.2289	352948.9491	435108.598	409622.0919	484733.0749	269923.1145	462564.1718	386751.4031	289170.9297	267595.0679	330903.7235	756403.7552	522427.0238	781243.6322	1	373979.0686	329154.866	483235.8625	416199.0077	253841.0731	262328.1312	1	540168.1309	1092763.674	1	453073.9443	310546.1163	294096.0741	1	1	1	394748.9765	336281.9923	277126.0873	389542.1726	1	489315.6838	807653.5256	1	339487.9872	686535.5966	959608.2265	833179.6055	836253.0256	343703.7341	1	1313550.285	473764.3117	576104.4995	277541.8878	369807.2543	832192.0611	531320.1862	384114.7929	557852.8138	1	434651.0186	966184.3775	600839.0273	354089.8589	440863.6489	1	355099.0561
Endothion	177791.8911	223774.0162	298984.0506	151592.9358	163194.0576	123225.0465	132939.0109	177776.9801	123797.1005	104906.0241	385104.3783	169958.0299	162377.9263	180340.8874	87771.01679	376374.4059	113398.9692	134204.1724	68208.97678	411378.8221	132071.9896	319224.9746	150851.0277	292341.0706	89758.06784	240979.8513	80417.95339	67822.06073	200225.0563	74792.08593	287115.1634	321337.093	132377.9216	137985.9643	101309.9256	70591.94737	121562.0176	311546.0716	86429.12889	74376.95167	308493.8066	116897.9415	72785.98174	181906.0499	115199.9049	162479.9303	133543.9414	353420.941	138568.0381	176907.0479	207151.9679	192142.8811	138211.966	199715.1152	461901.5942	77318.9808	248576.7779	311429.266	94232.03634	322623.052	137111.97	299029.8542	168095.8987	326328.1685	82485.96243	85899.96958	155374.0452	1	149039.9944	96610.00615	152883.0564	134798.0406
LysoPC(17:0)	1244102.568	997194.2234	1	506763.8191	331002.1357	181382.0293	318510.8516	398748.0671	313080.0381	433448.1801	362295.6605	546272.3969	270376.4553	508087.6952	267579.1168	523624.4724	206189.0225	191036.1313	119886.9416	381181.0834	164832.9341	418918.4793	193465.93	221864.1435	131593.8919	1096101.524	192965.9805	217565.0058	171104.8348	317289.0044	341319.1891	348470.0161	221602.0958	791467.1792	392419.9875	425809.9097	337402	1	254617.6669	445798.7359	288384.0803	581767.0249	351674.2067	373495.9309	679866.991	369682.186	2718207.197	335787.0345	292955.9041	359671.9186	340622.6864	209089.7769	269850.3438	279866.8334	354611.3039	225339.078	133022.8905	279779.9399	323561.1796	639160.1778	167689.0547	632648.2219	339943.8631	849114.7451	286681.8413	377283.1125	489517.191	225340.9523	368461.9197	522958.1598	182216.9954	365778.3093
5-Methoxytryptophan Esi+4.460999	953469.3254	2956182.692	2391956.96	1119075.545	3283941.508	2557035.927	2607755.175	2101942.83	921008.5348	133296.9274	1290731.062	3032362.924	3178311.287	1105618.323	2295116.57	1195645.273	921276.0609	2546612.463	660581.9391	581082.7089	329717.9718	2502837.163	2320158.605	2591553.956	2016146.44	1987784.598	1170465.516	1536000.228	2652140.913	1458771.006	2252739.401	2610873.268	678374.7752	389990.6472	2188987.067	986983.1984	2241734.513	1314112.174	199115.0852	932247.1785	1115365.406	1	1638813.214	1764651.666	2127616.943	1	2803319.986	1394000.84	973437.6164	2425935.9	3715082.969	289120.2233	300063.0189	1365696.048	2976084.379	1266962.155	3748715.736	1020949.446	1485021.101	1201603.925	2341262.068	944416.6822	1383799.985	2257618.055	1261039.469	2204576.333	2804194.523	1856227.361	1175459.173	975534.9264	981074.3849	1315463.693
436.2978@7.651999	1	1	571651.7501	275981.6844	1	190665.9899	210324.1517	374811.0602	257513.7604	223768.1221	171551.1177	155799.0596	218735.0667	372738.6766	1	295287.1396	504285.7734	459870.1403	230725.0306	345984.7682	1041120.77	461405.6037	299850.9462	424307.3076	503839.2537	1	193884.7759	336161.0389	1	1	265370.7803	408455.1081	1	1	1035629.833	364563.3482	235309.8195	361251.9877	265384.2083	703112.9788	258522.9798	1	308640.9578	105430.006	399855.1656	169269.2046	1	94919.96841	388879.0529	574710.9454	203051.0553	199800.1305	176425.063	184786.7772	364179.2	292108.9426	1	801010.7062	108351.0043	183454.7839	903709.7736	301126.8863	241866.9299	350106.1794	156198.9251	374577.833	1	448261.1676	133372.0652	263992.9725	164946.8841	332282.0881
1274.7677@11.445006	1	66893.99096	82244.97982	36837.0012	47013.98986	39393.00901	34606.96971	50027.99454	53308.98156	63064.04112	111939.9901	73617.95225	59204.03974	69012.01803	47639.01621	113339.9543	63400.03428	62996.97787	1	57755.99165	89032.84273	75560.04812	51501.00624	63310.00987	55121.97654	71953.03894	70692.03242	51433.99161	56025.98548	96604.98391	55231.01423	99875.97075	67532.95193	68495.99429	65972.99589	63430.01223	48835.00419	89498.01101	62683.9729	48483.99638	90834.95751	95683.99462	1	85901.99401	45515.01703	1	35605.01895	91887.05441	129433.0031	114265.076	102349.1078	88366.99473	80417.06153	96316.94415	113129.8408	1083323.732	127844.8926	74828.95462	42840.9841	93843.0316	275516.8447	65836.9554	73720.99896	66040.0229	55554.99458	58108.95944	57344.9968	84502.94494	61704.9668	61205.98022	44105.99061	41943.97585
Cytochalasin B Esi+5.852998	1	1	394391.2449	657313.9146	495701.8096	299955.0926	326434.723	209489.8761	945665.212	523058.9408	1145129.24	1699249.185	1008089.291	1651026.676	1245741.241	973137.4054	1	358332.904	426798.92	644739.5682	1	363120.0333	1	476621.9935	224230.0334	323926.0571	439662.8167	379857.821	348658.9524	530292.199	438231.9061	626662.0057	553820.1425	413536.7448	526589.7813	583006.3211	550610.654	628699.0249	337920.6525	343788.3187	109480.09	405061.9375	261018.0409	788056.75	517370.0447	656458.8257	388463.8975	338903.7324	337073.8073	553875.8077	300161.8293	791737.1381	722462.41	1112273.385	582005.3946	493376.3376	274192.0089	252812.8028	410196.029	419353.9733	692040.5264	1	783211.2705	694935.2323	604837.4732	622190.9996	403550.5848	448035.6482	829890.2314	302457.9382	468708.0345	332810.8634
Maleic hydrazide	589104.0721	927944.503	581669.8498	483813.6676	420193.9895	518973.0153	420902.9221	487381.8497	299161.0859	404334.5611	423084.9965	430079.8457	455540.5639	319398.0546	284794.1527	535056.9757	479468.9949	455384.6069	313044.0164	513960.5139	757722.4671	319717.9016	892820.7304	676330.5516	398523.9769	418867.9576	486013.8832	395132.2292	729554.3835	573112.9619	371734.7415	483209.7368	1298629.089	705339.3488	364166.8312	322998.9613	698425.1572	395216.8687	337174.9894	367492.1736	672357.03	507197.1102	571672.7511	567795.1499	269435.9813	684733.4662	807255.0302	524159.7324	511589.809	470856.8525	1059373.577	797491.712	607670.6134	424197.9138	621660.7637	422686.9366	505661.0046	512686.719	249952.9451	589023.2272	792231.2035	774268.8092	623923.6627	796900.4576	604329.9849	513048.255	1267281.857	752883.9612	437019.1579	339846.797	690797.339	478924.9266
Bombykol	152401.1221	93656.98661	252431.0758	126461.8759	193705.9844	153431.162	179454.0553	265114.8579	120585.9252	218072.9043	130883.9801	131032.0311	137846.9671	170569.8344	93561.02197	233982.1584	362351.6655	234406.8168	129605.9117	105518.9801	316836.7152	309070.6213	157186.0869	561789.0581	87949.02722	114500.9466	425412.2348	148283.9576	48894.00623	230777.0125	289877.132	263071.0558	117583.9807	329012.9855	155013.0338	176212.8978	128310.0812	1	244191.2533	251505.0774	626111.4677	180779.9307	56719.02058	201339.1216	225936.8397	82253.93055	129977.1055	332397.9594	335797.0429	148718.026	88978.9837	104385.9487	106149.9378	161070.973	308554.9685	140734.0598	147408.0718	443584.6755	151156.9722	170488.866	187392.9302	333587.1059	218125.2108	93135.98049	215733.8445	262011.9342	134340.0551	1068472.984	152233.8859	177781.9092	209334.8521	318238.0907
"estrane-3?,17?-diol Esi+12.380992"	529560.1367	605678.6365	455867.1733	376267.4591	386393.9554	300614.2764	331879.0417	393846.7923	328733.9653	370204.0108	372005.1324	480262.9532	333996.1622	413334.9981	260478.1802	517105.814	481750.9547	322878.0856	207919.854	490047.1366	348431.8547	398171.6559	454110.2262	824414.8691	245387.1199	425266.0028	771391.6479	304880.0026	397646.2389	520032.0446	374305.0533	473051.9166	314486.8134	693779.6508	350833.0167	516902.9821	277138.9576	774408.3592	530616.4954	490047.1366	974490.7732	604942.2926	246980.9083	449320.6993	310663.0213	352326.1423	677304.0045	558833.8943	468866.6046	598167.9139	670104.6998	622430.4005	459336.8494	532395.9238	791729.455	133925.9496	508239.8595	470694.9992	586988.6166	685255.2735	442916.1262	721485.0624	547941.7472	374777.028	550824.0401	307216.6753	1	808813.7511	519770.7777	344212.27	347844.9861	597285.0143
